,date_index0,date_index1,date_index2,date_index3,date_index4,date_index5,date_index6,title
548,4,5,2,4,10,6,13,The Face of an Angel
549,14,16,21,17,20,24,33,Cloverfield
550,32,44,64,79,64,55,42,No Country for Old Men
551,11,15,16,12,14,17,24,Ride Along
552,11,12,18,22,19,28,30,Parental Guidance
553,24,24,20,23,23,25,28,No Strings Attached
554,33,35,41,29,26,36,37,Final Destination 3
555,25,31,32,32,41,39,48,The Lucky One
556,21,28,27,16,18,18,27,Bridge to Terabithia
557,40,37,50,52,25,23,19,Finding Neverland
558,10,19,23,20,23,31,20,A Madea Christmas
559,17,18,25,22,22,22,28,The Grey
560,26,26,24,17,33,26,42,Hide and Seek
561,0,0,0,0,0,0,0,Anchorman: The Legend of Ron Burgundy
562,11,27,34,34,34,20,33,Nanny McPhee
563,13,14,24,19,24,25,35,Contraband
564,41,52,57,42,75,50,38,There Will Be Blood
565,18,17,24,48,32,27,21,The Sisterhood of the Traveling Pants
566,15,12,28,15,29,23,37,The House Bunny
567,22,38,17,50,29,24,25,Beauty Shop
568,48,58,53,38,39,42,43,Million Dollar Arm
569,18,24,22,34,35,34,45,The Giver
570,14,19,26,18,23,23,32,Good Luck Chuck
571,6,10,8,10,9,14,18,She's the Man
572,10,27,26,36,35,18,18,Mr. Bean's Holiday
573,59,0,0,52,0,0,53,Anacondas: The Hunt for the Blood Orchid
574,21,20,30,30,98,46,59,Blood Ties
575,14,17,26,32,36,22,28,August Rush
576,15,14,27,23,30,30,35,The Sitter
577,19,22,21,15,22,33,39,Dance Flick
578,9,11,11,13,12,17,35,The Gambler
579,37,42,37,31,32,56,62,August: Osage County
580,16,23,32,21,29,34,44,Ice Princess
581,3,4,6,9,9,7,19,A Lot Like Love
582,22,29,32,22,41,30,53,Eddie the Eagle
583,21,22,23,24,32,31,34,Dear John
584,16,26,25,26,25,37,41,The Losers
585,25,26,26,28,29,36,45,Don't Be Afraid of the Dark
586,61,69,75,60,59,59,61,War
587,11,22,14,26,22,17,24,EuroTrip
588,23,39,69,47,21,49,22,Unaccompanied Minors
589,26,47,18,29,52,100,60,The Greatest Game Ever Played
590,51,50,53,51,51,53,59,The Box
591,21,25,28,25,32,27,36,The Ruins
592,22,32,29,29,28,33,38,My Soul to Take
593,74,81,81,69,66,70,73,Legend
594,48,37,38,44,45,43,51,Hot Rod
595,18,24,32,23,23,27,37,Shark Night 3D
596,29,21,20,16,18,20,24,Draft Day
597,31,34,31,33,64,41,51,The Conspirator
598,20,20,31,27,29,49,47,Lords of Dogtown
599,17,22,20,21,23,34,38,The 33
600,44,45,16,53,51,99,14,A Perfect Plan
601,61,70,82,65,58,61,66,Warrior
602,13,36,37,30,32,39,49,Stop-Loss
603,31,36,34,28,32,36,51,The Possession
604,33,27,42,28,33,39,51,Straw Dogs
605,42,66,44,19,26,21,54,The Hoax
606,64,61,63,54,55,56,50,The Road
607,0,0,0,0,0,7,14,Underclassman
608,44,41,0,40,13,40,27,The World's Fastest Indian
609,21,21,21,22,33,35,46,Snakes on a Plane
610,17,0,0,15,0,0,17,King's Ransom
611,37,28,34,29,38,45,50,Blindness
612,24,43,25,21,31,18,42,BloodRayne
613,18,22,20,19,22,32,54,The Last Witch Hunter
614,38,34,21,29,41,33,25,Red Planet
615,19,29,22,14,36,29,49,Arthur and the Invisibles
616,38,36,36,54,50,46,64,Oceans
617,41,42,41,32,41,42,26,A Sound of Thunder
618,24,27,33,33,33,39,53,Pompeii
619,44,56,49,35,35,49,51,Journey 2: The Mysterious Island
620,20,28,28,20,17,19,27,Cloudy with a Chance of Meatballs 2
621,27,30,63,20,46,64,35,Hidalgo
622,15,20,20,20,20,21,32,Jack and Jill
623,13,21,27,16,19,21,21,The Little Prince
624,25,24,21,35,28,37,36,The Invasion
625,19,27,24,20,23,30,43,The Secret Life of Pets
626,23,23,32,42,45,40,51,Despicable Me 2
627,29,30,35,32,40,43,51,Madagascar
628,43,36,29,33,36,37,39,Children of Men
629,34,44,42,33,37,40,45,Wanted
630,18,19,24,19,26,10,25,Ice Age: The Meltdown
631,18,31,17,16,18,22,24,50 First Dates
632,32,28,34,30,32,39,40,Hairspray
633,11,17,17,13,55,30,40,Exorcist: The Beginning
634,19,19,18,16,17,20,35,Now You See Me
635,15,14,19,21,23,23,41,Grown Ups
636,49,46,40,25,33,35,35,The Terminal
637,21,42,45,24,37,39,39,Hotel for Dogs
638,18,15,15,9,16,8,21,Charlie Wilson's War
639,39,26,33,39,37,35,45,Shark Tale
640,26,21,28,24,32,42,31,Dreamgirls
641,20,52,19,14,28,27,42,Be Cool
642,67,70,64,74,71,48,50,Munich
643,35,50,43,42,44,49,56,Killers
644,2,4,2,6,11,14,31,The Man from U.N.C.L.E.
645,29,30,21,34,31,34,45,Spanglish
646,13,26,38,21,28,36,58,Monster House
647,13,15,18,17,19,23,34,Immortals
648,23,20,34,19,24,27,31,Hostage
649,80,85,75,58,66,72,74,Carriers
650,17,0,25,20,67,32,33,Flight of the Phoenix
651,50,56,61,50,51,59,65,Minions
652,15,16,18,19,20,27,40,Sucker Punch
653,27,37,37,25,25,26,33,The Angry Birds Movie
654,18,20,16,19,27,32,37,Fool's Gold
655,21,24,23,17,22,28,37,Funny People
656,42,46,51,37,38,48,59,The Kingdom
657,0,26,0,0,32,16,50,Talladega Nights: The Ballad of Ricky Bobby
658,26,23,30,27,35,43,45,Jarhead
659,26,32,37,36,37,48,60,The Simpsons Movie
660,42,26,55,35,50,33,69,Two Brothers
661,20,17,23,22,26,29,40,The Village
662,19,23,30,35,28,30,38,Shrek 2
663,67,73,71,75,71,71,71,Cars
664,6,9,8,9,8,9,13,The SpongeBob Movie: Sponge Out of Water
665,11,18,20,16,18,25,37,Inglourious Basterds
666,31,35,38,36,42,51,58,Hercules
667,17,17,10,25,22,29,23,S.W.A.T.
668,19,25,18,23,23,40,46,Lady in the Water
669,11,0,0,0,10,20,10,AVP: Alien vs. Predator
670,19,20,26,36,37,39,56,Alvin and the Chipmunks: The Squeakquel
671,13,16,19,18,19,25,34,Olympus Has Fallen
672,15,16,21,18,19,23,34,Battle Los Angeles
673,70,44,59,78,26,35,46,Big Fish
674,85,88,95,96,98,86,83,Wolf
675,28,27,30,28,33,40,47,War Horse
676,26,22,30,21,32,35,58,The Monuments Men
677,20,27,32,25,34,38,49,Wall Street: Money Never Sleeps
678,48,58,56,38,38,43,47,Dracula Untold
679,25,34,37,27,38,41,48,Stardust
680,26,27,20,25,30,35,40,The Dilemma
681,39,48,50,35,42,46,50,Doom
682,14,21,21,18,23,25,31,Underworld: Awakening
683,21,29,31,30,32,38,45,Rock of Ages
684,20,31,35,27,32,28,36,Killer Elite
685,0,0,0,0,25,25,0,Legends of Oz: Dorothy's Return
686,14,15,20,16,19,35,41,Blackhat
687,21,14,18,21,38,39,29,Sky Captain and the World of Tomorrow
688,29,40,42,38,53,66,65,Basic Instinct 2
689,21,26,26,27,25,34,45,Escape Plan
690,17,18,26,23,28,37,51,The Legend of Hercules
691,10,25,28,28,32,35,43,The Twilight Saga: Eclipse
692,14,16,17,17,24,28,34,Despicable Me
693,16,23,30,22,25,32,50,Ted 2
694,68,56,56,64,69,72,83,Agora
695,16,15,15,19,21,27,30,Hall Pass
696,12,14,21,22,21,23,35,The Finest Hours
697,15,15,22,26,28,34,42,Body of Lies
698,16,14,17,15,21,22,31,Dinner for Schmucks
699,24,25,28,31,34,42,51,Abraham Lincoln: Vampire Hunter
700,18,26,26,26,27,30,32,The Last Legion
701,36,44,45,34,36,41,47,Need for Speed
702,82,86,78,72,68,61,67,Lincoln
703,20,21,23,24,25,35,57,Total Recall
704,24,31,21,35,29,29,41,Les Misérables
705,18,23,19,16,21,19,24,Step Brothers
706,23,20,23,26,33,31,39,Due Date
707,16,16,14,19,21,24,34,Unbroken
708,33,41,57,48,51,50,46,World Trade Center
709,99,50,65,62,100,16,30,Mona Lisa Smile
710,28,29,39,39,38,35,42,The Dictator
711,63,57,63,65,68,68,78,Focus
712,22,28,28,30,46,45,37,This Means War
713,20,42,31,46,60,48,26,Blade: Trinity
714,18,20,25,20,25,30,38,Resident Evil: Retribution
715,19,19,20,23,34,29,35,Death Race
716,24,33,39,43,46,42,37,We Are Marshall
717,14,21,12,23,24,32,44,"I, Frankenstein"
718,43,43,44,43,26,41,47,Oliver Twist
719,36,30,49,44,41,44,59,Elektra
720,23,25,26,29,31,45,52,Sin City: A Dame to Kill For
721,73,96,89,63,61,63,65,Everest
722,22,79,30,29,74,53,34,Perfume: The Story of a Murderer
723,25,34,43,26,33,38,37,Astro Boy
724,28,36,34,35,43,45,44,Dragon Blade
725,46,100,68,21,0,0,0,Littleman
726,14,14,16,17,22,20,27,The Love Guru
727,51,55,81,79,84,68,63,The Hateful Eight
728,16,14,17,17,20,25,34,Blades of Glory
729,64,70,70,65,67,68,71,Hop
730,28,33,36,32,34,35,42,300
731,14,26,32,29,48,34,48,Meet the Fockers
732,26,22,23,20,22,23,29,Marley & Me
733,31,47,30,22,21,21,28,Wild Hogs
734,32,30,32,34,45,44,53,Chicken Little
735,16,17,18,17,22,31,45,Gone Girl
736,18,25,28,23,28,30,42,2 Guns
737,22,19,24,21,27,29,40,Couples Retreat
738,21,28,33,39,44,32,22,Cheaper by the Dozen 2
739,45,36,41,47,69,70,45,The Scorch Trials
740,27,27,32,31,37,45,57,Eat Pray Love
741,84,91,90,80,76,79,81,RED
742,36,34,31,48,49,43,36,Collateral
743,20,15,21,15,20,23,23,Ladder 49
744,17,23,34,20,24,28,32,Jack Reacher
745,16,19,22,27,30,33,47,This Is It
746,11,16,23,16,21,23,29,Contagion
747,18,22,15,15,18,22,28,Coraline
748,18,22,22,23,28,34,47,The Happening
749,11,9,11,15,16,25,23,Man on Fire
750,24,11,37,7,11,41,26,The Shaggy Dog
751,18,24,22,20,27,35,43,ParaNorman
752,100,51,45,66,64,37,27,Paycheck
753,24,30,30,34,42,40,44,The Tale of Despereaux
754,16,20,26,24,30,37,53,Jack Ryan: Shadow Recruit
755,48,49,53,50,55,58,69,Joy
756,9,11,14,11,16,21,47,London Has Fallen
757,15,18,17,16,19,21,17,Shooter
758,14,25,20,17,18,25,33,The Boxtrolls
759,11,17,17,13,20,20,23,The Lego Movie
760,92,100,0,0,0,0,0,Miss Congeniality 2: Armed and Fabulous
761,18,22,27,21,29,38,42,Gangster Squad
762,34,37,35,37,45,47,59,Year One
763,36,29,31,30,37,32,43,Invictus
764,10,13,16,19,21,20,26,State of Play
765,13,15,16,18,20,28,35,Duplicity
766,15,22,24,20,20,23,33,Planet 51
767,23,26,24,23,29,30,38,Trouble with the Curve
768,19,14,27,27,26,39,34,Edge of Darkness
769,12,18,21,23,22,29,47,Righteous Kill
770,23,20,23,25,36,38,43,The Soloist
771,4,12,12,15,8,31,25,Garfield 2
772,17,18,24,30,11,23,23,xXx: State of the Union
773,37,42,46,37,38,51,52,Priest
774,46,60,63,53,50,43,45,The Avengers
775,40,43,50,28,38,53,56,The Black Dahlia
776,28,21,31,35,30,45,33,Flyboys
777,12,17,27,26,27,32,41,Winter's Tale
778,16,17,16,25,22,25,31,The Mortal Instruments: City of Bones
779,15,20,23,19,25,34,36,Meet Dave
780,16,11,18,15,23,25,33,Dark Water
781,26,46,31,25,25,35,44,Inkheart
782,33,38,46,43,44,41,49,The Spirit
783,13,14,17,21,24,30,49,Mortdecai
784,0,36,36,27,26,0,53,In the Name of the King: A Dungeon Siege Tale
785,25,28,32,35,34,35,44,The Great Raid
786,13,17,20,21,25,35,48,Deadpool
787,31,40,48,31,28,28,42,American Sniper
788,19,27,22,23,23,32,43,Goosebumps
789,25,15,23,14,26,20,23,Just Like Heaven
790,21,8,20,18,26,34,49,Leatherheads
791,2,5,4,3,2,4,7,The Ridiculous 6
792,16,20,19,7,29,23,54,Did You Hear About the Morgans?
793,15,19,22,17,20,33,38,The Internship
794,21,26,30,28,27,29,38,Resident Evil: Afterlife
795,21,25,25,17,22,28,36,Red Tails
796,8,11,11,9,14,20,25,That's My Boy
797,58,36,44,9,0,44,19,After the Sunset
798,15,24,25,22,23,27,40,Ghost Rider: Spirit of Vengeance
799,13,39,12,14,22,24,18,The Pacifier
800,17,25,23,33,28,38,33,Walking Tall
801,25,42,37,27,33,29,38,Alvin and the Chipmunks
802,15,21,28,21,20,27,34,Captain Phillips
803,16,18,21,16,22,29,37,Date Night
804,16,21,21,17,20,30,39,The Equalizer
805,16,27,37,39,28,32,29,The Pursuit of Happyness
806,17,18,20,8,10,20,17,Flightplan
807,27,10,90,0,0,31,57,Kill Bill: Vol. 2
808,17,12,29,29,6,25,39,Mr. Popper's Penguins
809,19,24,28,27,21,46,38,The Forbidden Kingdom
810,27,34,32,26,29,31,33,Free Birds
811,41,51,47,35,30,35,39,Paddington
812,55,70,74,64,59,56,62,The Watch
813,51,39,36,38,37,38,42,Instinct
814,41,100,75,30,35,45,18,Stuck on You
815,20,29,24,23,22,32,31,Semi-Pro
816,100,75,64,56,41,55,45,Changeling
817,34,32,35,60,42,42,47,The Phantom of the Opera
818,23,44,24,38,36,44,51,Elizabeth: The Golden Age
819,0,0,0,0,0,100,0,Æon Flux
820,28,12,17,12,22,35,36,Imagine That
821,16,21,23,20,21,24,27,Muppets Most Wanted
822,50,59,72,42,38,38,47,Thunderbirds
823,44,39,42,43,37,45,47,Burlesque
824,31,56,55,43,28,48,35,A Very Long Engagement
825,15,17,18,27,18,53,65,Seven Pounds
826,26,26,32,34,35,35,57,Bullet to the Head
827,28,31,24,31,34,33,41,Elizabethtown
828,0,12,18,7,11,33,23,"You, Me and Dupree"
829,40,33,22,30,35,54,42,All the King's Men
830,19,20,24,21,30,28,38,Black Mass
831,36,24,34,36,30,33,38,Flags of Our Fathers
832,13,13,17,21,18,27,36,Law Abiding Citizen
833,20,24,24,26,27,28,47,Grindhouse
834,58,55,39,37,56,45,54,Lucky You
835,44,59,55,39,31,36,53,Zero Dark Thirty
836,22,10,5,25,28,22,37,The Break-Up
837,19,18,21,28,37,37,42,Valentine's Day
838,22,15,17,15,43,62,56,The Change-Up
839,15,17,11,11,12,14,17,From Paris with Love
840,22,21,26,26,26,30,40,Barnyard
841,16,12,26,28,31,22,29,Deck the Halls
842,19,20,25,22,18,29,40,The Twilight Saga: New Moon
843,13,21,19,18,21,25,41,The Adjustment Bureau
844,27,7,0,33,24,21,35,Anchorman 2: The Legend Continues
845,15,18,18,25,21,27,41,Super 8
846,28,37,35,28,32,36,41,22 Jump Street
847,13,19,18,19,21,22,32,Yes Man
848,8,13,14,12,16,20,34,Central Intelligence
849,7,9,13,10,14,16,19,Daddy's Home
850,12,13,14,15,17,21,30,Into the Woods
851,12,21,19,13,24,19,26,Inside Man
852,26,25,35,27,29,30,42,We Bought a Zoo
853,16,19,24,20,24,23,33,Knowing
854,27,36,15,12,20,20,43,Failure to Launch
855,26,34,44,25,32,41,49,The Ring Two
856,25,0,0,23,0,24,47,"Crazy, Stupid, Love."
857,45,65,54,39,41,55,75,Garfield
858,14,27,84,39,42,35,77,Christmas with the Kranks
859,19,15,16,26,33,31,36,Moneyball
860,23,28,26,20,30,37,48,Non-Stop
861,15,21,24,17,25,24,34,Race to Witch Mountain
862,14,18,18,17,21,25,29,V for Vendetta
863,23,24,32,22,19,27,45,Herbie Fully Loaded
864,8,26,2,22,16,44,42,Hansel & Gretel: Witch Hunters
865,22,24,26,24,25,27,43,I Am Number Four
866,15,36,44,33,26,27,21,Syriana
867,19,19,20,25,22,29,44,13 Hours
868,15,19,16,17,21,27,36,The Book of Life
869,79,91,78,74,80,72,71,Firewall
870,23,27,28,24,22,28,28,Silent Hill
871,16,21,20,19,23,34,45,American Reunion
872,9,11,10,14,21,26,39,Into the Storm
873,32,49,40,20,21,28,36,Resident Evil: Apocalypse
874,67,72,100,41,13,18,23,Bridget Jones: The Edge of Reason
875,0,0,0,0,0,0,0,The Adventures of Sharkboy and Lavagirl 3-D
876,18,27,18,23,16,18,26,Raising Helen
877,15,19,23,27,28,29,34,Ninja Assassin
878,22,31,32,29,28,36,45,Marmaduke
879,24,23,31,20,20,26,38,Hereafter
880,31,36,39,42,40,38,48,Hannibal Rising
881,29,33,40,36,39,47,62,The Host
882,58,38,12,0,26,22,50,The Life Aquatic with Steve Zissou
883,12,12,16,23,17,21,35,Free State of Jones
884,7,8,8,11,8,11,22,Man of the House
885,11,15,16,16,22,27,53,Run All Night
886,51,57,43,42,23,26,43,Eastern Promises
887,20,24,24,30,15,35,43,Into the Blue
888,24,27,28,27,34,35,72,Your Highness
889,19,23,22,19,26,31,43,Dream House
890,72,100,86,51,54,51,47,Fair Game
891,32,43,46,39,39,43,56,Gamer
892,28,30,31,36,37,37,47,Beautiful Creatures
893,27,33,35,23,26,51,55,Zoolander 2
894,29,21,21,9,34,26,40,The Big Bounce
895,24,25,51,37,32,39,57,Drive Angry
896,0,20,10,29,0,15,44,Street Fighter: The Legend of Chun-Li
897,23,23,21,20,27,29,37,Pirate Radio
898,36,58,86,64,70,100,64,Anna Karenina
899,16,20,26,22,25,37,53,Chappie
900,0,24,0,26,0,74,0,The Tooth Fairy
901,15,20,20,27,27,52,77,Child 44
902,0,57,56,54,25,39,13,3:10 to Yuma
903,19,26,28,21,23,27,43,Taken 3
904,45,48,51,54,56,56,63,Earth
905,14,13,10,14,30,9,37,Happily N'Ever After
906,83,88,74,87,84,96,88,Insomnia
907,21,26,29,21,29,35,42,Jonah Hex
908,5,6,8,10,14,13,18,The Infiltrator
909,25,27,30,26,29,42,46,Taken 2
910,15,22,14,16,20,25,32,Journey to the Center of the Earth
911,0,0,0,0,0,0,62,The Princess Diaries 2: Royal Engagement
912,57,59,88,41,47,27,41,The Bucket List
913,44,20,49,19,15,31,47,Monster-in-Law
914,14,15,16,17,17,27,33,Prisoners
915,30,36,31,27,23,25,31,Coach Carter
916,16,25,9,25,24,16,28,"Yours, Mine and Ours"
917,0,0,0,0,38,20,20,Kicking & Screaming
918,28,20,27,22,26,29,37,The Hitchhiker's Guide to the Galaxy
919,43,38,32,55,61,45,36,Fat Albert
920,24,33,31,33,30,39,42,Resident Evil: Extinction
921,23,26,30,29,32,34,43,Blended
922,22,49,40,25,57,41,50,Last Holiday
923,32,31,30,32,34,35,39,Savages
924,59,50,37,47,71,76,67,Cellular
925,20,25,25,26,29,33,51,The Ant Bully
926,42,64,72,47,38,39,47,Across the Universe
927,56,71,60,54,44,44,76,Revolutionary Road
928,7,8,17,6,20,11,17,16 Blocks
929,16,29,34,35,33,30,32,Babylon A.D.
930,11,14,18,20,18,15,23,Aliens in the Attic
931,52,52,40,54,64,66,93,The Producers
932,43,43,41,35,37,42,47,Dredd
933,38,49,52,29,23,33,31,The Ghost Writer
934,38,21,35,27,29,37,40,Miracle at St. Anna
935,35,57,81,39,40,27,28,Curse of the Golden Flower
936,27,24,26,22,22,25,35,Bangkok Dangerous
937,31,21,27,34,42,41,59,Love in the Time of Cholera
938,65,82,84,51,42,52,49,Johnny English Reborn
939,18,21,24,26,31,32,37,Argo
940,35,38,42,34,36,47,61,The Bounty Hunter
941,46,26,54,27,20,41,54,Underworld: Evolution
942,9,10,10,12,17,17,30,Victor Frankenstein
943,26,44,32,31,27,30,40,Unleashed
944,28,26,31,25,34,35,35,Charlie St. Cloud
945,16,20,20,22,19,24,32,The Mechanic
946,17,19,21,19,21,28,31,21 Jump Street
947,16,22,11,18,19,25,24,Along Came Polly
948,93,36,32,36,37,33,44,The Heat
949,18,24,26,21,31,32,33,Here Comes the Boom
950,23,23,26,29,36,41,48,Red Riding Hood
951,14,19,12,16,18,20,20,Lord of War
952,46,49,55,44,39,41,45,Hero
953,25,23,24,26,30,53,59,One for the Money
954,20,42,27,18,12,11,16,The Interview
955,29,18,37,24,18,24,32,The Warrior's Way
956,66,92,47,62,28,47,32,Micmacs
957,20,24,31,29,33,34,42,Man on a Ledge
958,15,13,21,26,32,33,37,The Big Year
959,33,31,31,23,23,23,24,American Hustle
960,28,39,36,26,25,25,37,The Proposal
961,38,40,43,42,50,51,58,Lucy
962,25,27,24,24,29,41,63,Fifty Shades of Grey
963,88,87,68,77,100,25,28,Cheaper by the Dozen
964,36,43,51,34,30,33,34,Lone Survivor
965,8,10,11,12,13,17,34,The Conjuring 2
966,27,28,28,28,28,31,33,The Social Network
967,25,16,32,11,26,34,31,He's Just Not That Into You
968,27,35,39,32,35,37,50,Scary Movie 4
969,17,20,19,17,19,21,33,Get Hard
970,37,20,47,34,26,32,53,Julie & Julia
971,56,58,58,59,62,61,66,42
972,11,11,15,13,16,19,36,Dumb and Dumber To
973,10,15,9,7,12,17,25,Eight Below
974,11,12,15,15,20,24,36,The Intern
975,12,17,17,15,17,22,30,Ride Along 2
976,15,19,17,23,21,22,25,Sin City
977,13,16,23,21,22,25,29,Vantage Point
978,13,10,12,12,15,11,34,"I Love You, Man"
979,6,16,0,15,10,10,16,Big Momma's House 2
980,14,15,15,19,23,25,37,Unbroken
981,42,39,37,35,33,35,43,17 Again
982,35,32,32,29,37,41,47,The Other Woman
983,22,27,31,32,27,33,34,The Final Destination
984,10,11,12,14,13,16,32,Bridge of Spies
985,9,12,13,16,23,17,29,Get Him to the Greek
986,51,71,51,30,15,32,56,Shall We Dance
987,25,23,27,18,27,55,39,The Lincoln Lawyer
988,35,34,36,40,38,44,50,Unknown
989,15,16,15,19,18,19,30,The Prestige
990,12,13,18,26,27,26,34,Horrible Bosses 2
991,9,12,14,12,14,17,22,Escape from Planet Earth
992,25,25,29,24,33,24,39,Apocalypto
993,24,28,34,31,36,42,58,Predators
994,24,21,20,0,0,16,60,Secret Window
995,33,26,19,35,37,46,61,The Lake House
996,19,43,20,20,23,43,36,The Skeleton Key
997,25,23,26,31,29,31,36,The Odd Life of Timothy Green
998,20,21,20,25,25,23,35,Made of Honor
999,26,24,32,27,30,33,47,Jersey Boys
1000,15,15,24,9,34,23,0,Aliens vs. Predator: Requiem
1001,25,28,35,45,49,42,40,Music and Lyrics
1002,16,14,19,23,18,27,43,The Guilt Trip
1003,18,21,25,24,32,43,50,Scream 4
1004,39,36,38,39,74,53,50,Sex Tape
1005,15,19,24,21,25,32,40,Final Destination 5
1006,33,46,22,33,0,48,59,Fever Pitch
1007,14,14,19,14,25,35,36,Drillbit Taylor
1008,26,25,27,28,31,43,58,A Million Ways to Die in the West
1009,12,8,6,4,4,5,5,Extremely Loud & Incredibly Close
1010,28,34,33,36,32,42,42,Morning Glory
1011,30,41,27,40,50,43,47,Get Rich or Die Tryin'
1012,61,56,57,58,59,64,65,Rent
1013,38,42,40,34,34,44,52,The Other Boleyn Girl
1014,13,21,16,29,22,26,38,The Reaping
1015,51,51,56,62,66,66,64,Colombiana
1016,54,30,62,44,76,69,76,Torque
1017,25,30,27,26,34,37,46,Marie Antoinette
1018,34,37,44,38,45,45,40,The Impossible
1019,27,16,24,34,35,30,29,Fantastic Mr. Fox
1020,35,43,48,44,31,24,29,New York Minute
1021,41,34,33,33,38,43,44,Big Miracle
1022,0,21,0,0,0,16,0,Cirque du Freak: The Vampire's Assistant
1023,9,10,10,12,17,17,30,Victor Frankenstein
1024,15,18,22,14,15,16,33,Soul Men
1025,16,17,21,22,27,22,37,Pandorum
1026,77,86,86,63,67,79,77,Sunshine
1027,11,20,21,19,20,18,27,A Thousand Words
1028,4,7,7,6,8,9,15,Delgo
1029,9,13,14,11,15,16,31,The Gunman
1030,0,0,0,0,0,0,54,Alex Rider: Operation Stormbreaker
1031,23,20,20,19,18,19,30,Disturbia
1032,9,33,25,26,24,27,14,The Warlords
1033,59,69,86,55,39,41,57,Snowpiercer
1034,16,32,33,39,38,16,45,A Monster in Paris
1035,93,72,74,83,0,74,100,The Last Shot
1036,6,6,0,3,7,11,6,Baahubali: The Beginning
1037,18,18,26,18,27,28,46,The Time Traveler's Wife
1038,11,18,11,22,21,23,33,Because I Said So
1039,29,29,35,31,31,35,39,Frankenweenie
1040,19,17,23,22,28,34,35,Serenity
1041,96,21,40,26,12,100,25,Against the Ropes
1042,23,19,21,25,36,27,53,Grudge Match
1043,94,100,80,59,40,43,50,Red Cliff
1044,27,26,24,21,29,29,36,The Ugly Truth
1045,79,80,77,43,43,53,41,The Grandmaster
1046,25,21,30,40,40,40,48,Water for Elephants
1047,0,49,0,58,0,0,48,Dragon Nest: Warriors' Dawn
1048,10,17,15,13,13,18,28,Paul Blart: Mall Cop 2
1049,99,100,81,68,56,68,63,Precious
1050,25,29,37,27,29,34,50,Riddick
1051,17,35,22,28,38,43,38,City of Ember
1052,89,80,91,80,72,65,61,The Master
1053,37,37,26,43,30,24,16,Virgin Territory
1054,59,59,64,60,58,64,80,The Express
1055,28,36,34,25,24,27,39,The 5th Wave
1056,25,31,34,41,40,36,41,Creed
1057,31,31,36,34,37,41,48,The Town
1058,25,6,46,5,37,32,24,What to Expect When You're Expecting
1059,14,23,21,19,26,24,29,Burn After Reading
1060,10,23,20,14,28,23,25,Nim's Island
1061,78,87,83,67,63,69,69,Rush
1062,15,22,24,20,24,27,31,Cop Out
1063,16,17,16,15,23,26,32,How to Be Single
1064,16,23,19,20,18,25,28,Dolphin Tale
1065,30,36,37,32,37,40,49,Twilight
1066,10,9,13,9,16,17,36,We're the Millers
1067,0,0,0,0,0,41,0,Obitaemyy ostrov
1068,19,18,13,18,20,27,32,Hot Tub Time Machine
1069,12,18,20,14,16,18,27,Dolphin Tale 2
1070,48,49,48,49,48,51,60,Aloha
1071,17,23,29,28,26,28,33,The Rite
1072,14,19,24,24,23,47,39,Space Chimps
1073,14,11,14,15,14,21,30,The Hangover
1074,11,14,18,19,19,23,28,Ip Man 3
1075,45,32,27,17,51,46,56,There Be Dragons
1076,33,30,34,45,45,34,45,The Blind Side
1077,17,14,14,13,19,25,36,Horrible Bosses
1078,17,19,23,25,29,26,31,True Grit
1079,26,28,25,17,32,26,37,The Devil Wears Prada
1080,18,18,13,15,14,18,27,Identity Thief
1081,100,75,67,67,61,64,62,21
1082,10,14,14,14,20,26,41,Trainwreck
1083,6,13,4,11,12,16,16,Guess Who
1084,14,27,24,17,32,18,34,Sky High
1085,39,47,50,39,29,32,53,Secretariat
1086,22,33,34,28,39,38,46,TMNT
1087,28,34,36,36,40,45,52,Friends with Benefits
1088,4,8,7,8,16,12,7,Neighbors 2: Sorority Rising
1089,39,56,51,35,31,25,37,Saving Mr. Banks
1090,18,15,14,17,21,22,22,This Is 40
1091,21,17,30,32,32,43,44,Old Dogs
1092,30,25,35,28,28,37,44,Underworld: Rise of the Lycans
1093,22,23,22,35,34,37,23,License to Wed
1094,12,26,13,13,17,19,13,The Benchwarmers
1095,37,45,48,18,39,36,29,Must Love Dogs
1096,0,10,29,29,0,24,0,The Ladykillers
1097,22,33,37,32,34,35,49,Max Payne
1098,52,48,51,56,53,54,58,In Time
1099,23,31,25,11,49,76,52,The Back-up Plan
1100,0,98,0,0,0,0,0,Something Borrowed
1101,57,50,52,59,40,67,67,The Nativity Story
1102,28,35,29,22,35,44,45,House of Wax
1103,23,28,29,34,32,34,43,Closer
1104,38,38,40,38,47,44,54,J. Edgar
1105,36,40,54,40,49,54,56,Mirrors
1106,15,10,13,13,19,20,21,Untraceable
1107,37,45,39,52,0,32,37,Jersey Girl
1108,19,15,40,32,41,34,58,Alex Cross
1109,30,38,35,44,44,31,32,Heist
1110,16,35,27,12,35,22,40,Nanny McPhee Returns
1111,10,14,19,18,13,9,19,The X Files: I Want to Believe
1112,28,16,23,18,21,12,52,Ella Enchanted
1113,16,15,18,17,38,39,45,Concussion
1114,30,25,26,21,23,29,39,Abduction
1115,48,47,52,51,46,60,42,Valiant
1116,32,23,30,27,30,32,38,Superhero Movie
1117,21,19,47,21,22,32,51,Broken City
1118,18,23,23,21,21,21,29,Cursed
1119,16,12,14,15,23,29,45,Premium Rush
