,Cumulative Worldwide Gross,Gross USA,Opening Weekend USA,budget,critic number,imdbID,user review number
361,244819862.0,72688614.0,29000000.0,100000000,251.0,tt1267297,280.0
362,110602999.0,71962800.0,29816675.0,9000000,307.0,tt2975578,263.0
363,100654149.0,66954149.0,18360230.0,28000000,121.0,tt1698641,90.0
364,70181428.0,65182182.0,29241911.0,24000000,51.0,tt2239832,37.0
365,268175631.0,65014513.0,24115934.0,140000000,320.0,tt1528100,698.0
366,122529966.0,64251541.0,20550000.0,42000000,123.0,tt1821658,78.0
367,63838966.0,60755732.0,9244641.0,2000000,56.0,tt2528814,689.0
368,70949793.0,59700064.0,26500000.0,22000000,62.0,tt3210686,181.0
369,153765787.0,59165787.0,17509407.0,50000000,125.0,tt2980706,48.0
370,174600318.0,59100318.0,811166.0,25000000,548.0,tt2278388,707.0
371,242688965.0,58607007.0,25061581.0,100000000,508.0,tt1234721,648.0
372,217124280.0,56280355.0,23514615.0,70000000,267.0,tt0829150,451.0
373,107645357.0,54445357.0,15457418.0,42000000,199.0,tt2170439,208.0
374,88880821.0,54240821.0,11123000.0,22000000,176.0,tt2980648,201.0
376,66787908.0,52076908.0,633173.0,20000000,370.0,tt1020072,220.0
377,80383113.0,51183113.0,17005126.0,50000000,278.0,tt2281587,118.0
378,103590271.0,50856010.0,19900000.0,5000000,196.0,tt1204977,176.0
379,109285033.0,50837305.0,17275239.0,60000000,225.0,tt0787474,130.0
380,135511030.0,50577412.0,17200000.0,60000000,318.0,tt1205537,301.0
381,78874843.0,50474843.0,15679190.0,11000000,143.0,tt1355630,148.0
382,99783556.0,50151543.0,17005218.0,50000000,157.0,tt2262227,114.0
384,161502194.0,47602194.0,18015000.0,50000000,232.0,tt2106361,225.0
385,84419388.0,47119388.0,13116226.0,50000000,278.0,tt1872194,294.0
387,127994610.0,46294610.0,18185000.0,40000000,171.0,tt1086772,199.0
389,54837234.0,44134898.0,109878.0,13000000,261.0,tt2170593,191.0
390,203277636.0,43577636.0,17844939.0,66000000,328.0,tt2369135,367.0
391,86408083.0,43139300.0,17069000.0,40000000,307.0,tt2557490,446.0
392,130888901.0,43037835.0,14150000.0,20000000,413.0,tt2911666,797.0
393,103215094.0,42340598.0,424397.0,18000000,605.0,tt2562232,1187.0
395,206172544.0,39322544.0,15879645.0,90000000,327.0,tt2333784,366.0
397,126069509.0,38543473.0,14608152.0,40000000,202.0,tt1956620,167.0
398,52501541.0,37880356.0,606810.0,15000000,355.0,tt2305051,273.0
400,123726688.0,35893537.0,208763.0,15000000,420.0,tt2980516,421.0
403,64056643.0,32482090.0,16023000.0,1000000,288.0,tt3713166,338.0
404,90904854.0,32462372.0,18343611.0,5000000,225.0,tt2473682,163.0
405,50334418.0,32381218.0,10900000.0,8500000,533.0,tt2872718,624.0
406,52597999.0,30697999.0,12242218.0,28000000,217.0,tt2172934,221.0
407,44099145.0,30640336.0,204961.0,11000000,333.0,tt2883512,377.0
408,87937815.0,30577122.0,9740471.0,30000000,244.0,tt2377322,206.0
416,38978784.0,25442958.0,250000.0,15000000,517.0,tt0470752,714.0
417,50692666.0,25379975.0,387618.0,4000000,566.0,tt1065073,894.0
421,117831631.0,23219748.0,10340823.0,80000000,277.0,tt1921064,333.0
422,109322309.0,23022309.0,10886386.0,100000000,366.0,tt2209764,492.0
426,74575290.0,19075290.0,8610441.0,65000000,317.0,tt1418377,214.0
427,61402445.0,18848538.0,8600000.0,70000000,164.0,tt1043726,222.0
428,43884652.0,18754371.0,411000.0,5000000,312.0,tt3316960,216.0
430,25340200.0,17329486.0,8843875.0,4000000,69.0,tt2828996,52.0
431,31554855.0,17237244.0,2717000.0,15000000,294.0,tt1972571,165.0
432,114178613.0,17223265.0,7217640.0,95000000,178.0,tt1121096,164.0
436,86165646.0,14904384.0,6575000.0,45000000,67.0,tt2626350,51.0
437,10100000.0,14673301.0,160089.0,1000000,569.0,tt3235888,785.0
439,21059366.0,14479776.0,2610026.0,10000000,335.0,tt1126590,163.0
441,39407616.0,13757804.0,6317683.0,65000000,344.0,tt0458481,248.0
442,48982041.0,13092000.0,135388.0,3300000,557.0,tt2582802,902.0
444,19033082.0,12096300.0,474000.0,24000000,451.0,tt1100089,308.0
446,17508518.0,10508518.0,5272444.0,35000000,237.0,tt1742334,221.0
449,17834867.0,8496112.0,3880053.0,200000,203.0,tt2235779,86.0
450,14710975.0,8110975.0,328184.0,20000000,419.0,tt1791528,265.0
454,12342632.0,6105175.0,1085515.0,44000000,299.0,tt2788710,858.0
455,10076790.0,5981749.0,2879000.0,14000000,93.0,tt1850397,114.0
460,14747799.0,4190530.0,1220335.0,22500000,186.0,tt3007512,199.0
462,25187026.0,3958546.0,109000.0,8200000,262.0,tt2473794,173.0
465,5483299.0,3588432.0,484401.0,6000000,152.0,tt2870708,103.0
473,36353750.0,3107072.0,85100.0,3300000,293.0,tt3011894,166.0
479,16861137.0,2756333.0,1369935.0,6500000,114.0,tt2799166,110.0
493,9016922.0,1436243.0,31000.0,7000000,383.0,tt2737050,118.0
511,4190672.0,857524.0,21910.0,5300000,154.0,tt1865505,96.0
574,400194.0,104401.0,23400.0,1000000,105.0,tt2920808,66.0
629,30800231.0,22451.0,8007059.0,60000000,189.0,tt1837709,138.0
654,864912963.0,424668047.0,161125000.0,130000000,517.0,tt1951264,714.0
655,1215439994.0,409013994.0,174144585.0,200000000,623.0,tt1300854,1215.0
656,1276480335.0,400738009.0,243390.0,150000000,421.0,tt2294629,967.0
657,970761885.0,368061265.0,83517315.0,76000000,321.0,tt1690953,297.0
658,668045518.0,291045518.0,116619362.0,225000000,737.0,tt0770828,2606.0
659,723192705.0,274092705.0,55785112.0,100000000,753.0,tt1454468,1954.0
660,743559607.0,268492764.0,82429469.0,200000000,381.0,tt1453405,284.0
661,960366855.0,258366855.0,73645197.0,225000000,519.0,tt1170358,974.0
662,788679850.0,238679850.0,97375245.0,160000000,414.0,tt1905041,466.0
663,493311825.0,234911825.0,79110453.0,215000000,535.0,tt1623205,521.0
664,467365246.0,228778661.0,70165559.0,190000000,602.0,tt1408101,1199.0
665,644783140.0,206362140.0,85737841.0,170000000,499.0,tt1981115,572.0
666,540007876.0,202359711.0,66411834.0,190000000,657.0,tt0816711,1030.0
667,587204668.0,187168425.0,43639736.0,135000000,267.0,tt0481499,204.0
668,229930771.0,159582188.0,39115043.0,43000000,273.0,tt2404463,396.0
669,269994119.0,150394119.0,26419396.0,37000000,290.0,tt1723121,317.0
670,251171807.0,150117807.0,740455.0,40000000,547.0,tt1800241,780.0
671,351040419.0,144840419.0,50085184.0,105000000,499.0,tt1343092,804.0
672,318000141.0,137400141.0,41855326.0,20000000,528.0,tt1457767,870.0
673,173965010.0,134506920.0,34551025.0,35000000,259.0,tt2024432,243.0
674,246984278.0,133668525.0,41508572.0,80000000,139.0,tt2191701,272.0
675,414828246.0,132556852.0,53113752.0,120000000,455.0,tt1430132,560.0
676,172952707.0,127352707.0,26232425.0,50000000,273.0,tt1229340,355.0
677,154802912.0,125095601.0,84857.0,40000000,337.0,tt1091191,446.0
678,375740705.0,122523060.0,40501814.0,130000000,350.0,tt1583421,293.0
679,274325949.0,119793567.0,34017930.0,78000000,177.0,tt1985966,90.0
680,351723989.0,117723989.0,29350389.0,75000000,396.0,tt1670345,680.0
681,392000694.0,116900694.0,18361578.0,100000000,625.0,tt0993846,1196.0
682,176598908.0,116632095.0,24637312.0,30000000,303.0,tt1327773,339.0
683,362000072.0,112200072.0,41671198.0,103000000,330.0,tt1951261,285.0
684,268426634.0,107518682.0,33531068.0,100000000,207.0,tt0848537,116.0
685,218791811.0,107100855.0,26000000.0,55000000,504.0,tt1535109,554.0
686,151831537.0,102003019.0,32055177.0,15000000,158.0,tt3063516,170.0
687,411002906.0,101802906.0,37285325.0,190000000,583.0,tt1663662,1170.0
688,126041322.0,101470202.0,20719162.0,32000000,417.0,tt1245492,689.0
689,161025640.0,98925640.0,30373794.0,70000000,365.0,tt2302755,715.0
691,286140700.0,93050117.0,29807393.0,115000000,487.0,tt1535108,847.0
692,239258712.0,90288712.0,22232291.0,50000000,173.0,tt1691917,116.0
693,260502115.0,89302115.0,29210849.0,215000000,456.0,tt1210819,731.0
694,286168572.0,89021735.0,37054485.0,120000000,543.0,tt1483013,925.0
695,161919318.0,83586447.0,40272103.0,5000000,321.0,tt2226417,284.0
696,117867984.0,83301580.0,413373.0,35000000,416.0,tt2140373,320.0
697,282570682.0,83028128.0,21312625.0,135000000,170.0,tt1860353,102.0
698,131940411.0,75612460.0,27059130.0,61000000,270.0,tt1272878,179.0
699,205366737.0,73103784.0,24852258.0,150000000,345.0,tt2334879,450.0
700,146428180.0,71628180.0,28123052.0,20000000,398.0,tt2023587,323.0
701,97594140.0,71349120.0,21401594.0,28000000,183.0,tt1702439,172.0
702,347545360.0,71017784.0,17548389.0,105000000,129.0,tt2017020,62.0
703,72835710.0,70525195.0,30593000.0,17000000,58.0,tt2083355,66.0
704,199850315.0,68559554.0,14401054.0,90000000,186.0,tt1854564,214.0
705,304654182.0,67349198.0,24834845.0,92000000,417.0,tt1606378,524.0
706,116980662.0,66380662.0,20353967.0,35000000,456.0,tt1588173,335.0
707,197687603.0,65187603.0,27202226.0,195000000,317.0,tt1351685,209.0
708,89328627.0,64473115.0,34058360.0,3000000,358.0,tt2184339,613.0
709,134402450.0,63914167.0,16334566.0,28000000,226.0,tt1204975,177.0
710,125537191.0,61737191.0,27017351.0,110000000,330.0,tt1731141,584.0
711,122126687.0,61002302.0,20817053.0,46000000,475.0,tt1392214,689.0
712,243843127.0,60522097.0,27520040.0,130000000,350.0,tt1815862,772.0
713,188133322.0,58236838.0,13000000.0,90000000,370.0,tt0359950,543.0
714,74597643.0,57012977.0,15891055.0,40000000,85.0,tt0765446,45.0
715,187733202.0,56671993.0,923715.0,20000000,601.0,tt2024544,746.0
716,110387072.0,55750480.0,15805237.0,55000000,122.0,tt1621039,79.0
717,226349749.0,55703475.0,19690956.0,50000000,354.0,tt1428538,314.0
718,97542952.0,54239856.0,25775847.0,17000000,551.0,tt1288558,822.0
719,148075565.0,53262560.0,18048422.0,84000000,240.0,tt1821694,210.0
722,68572378.0,51872378.0,17118745.0,13000000,285.0,tt1911644,284.0
723,86175291.0,49875291.0,20244505.0,26000000,341.0,tt1980209,288.0
724,105200903.0,46000903.0,17070347.0,60000000,422.0,tt1321870,270.0
725,93492844.0,44672764.0,17325307.0,58000000,248.0,tt2234155,286.0
726,99067206.0,44467206.0,10378558.0,5000000,41.0,tt2378281,84.0
727,57824674.0,42930462.0,13167607.0,15000000,244.0,tt0882977,126.0
728,98337295.0,42025135.0,19030375.0,38000000,302.0,tt1411250,348.0
729,60141683.0,40041683.0,18101682.0,2500000,128.0,tt2243537,112.0
730,151783839.0,38362475.0,9869000.0,175000000,221.0,tt1335975,332.0
731,73745738.0,37738503.0,179302.0,25000000,325.0,tt1322269,295.0
732,100112825.0,37707719.0,128435.0,12000000,341.0,tt2431286,245.0
733,78418811.0,36918811.0,14034764.0,30000000,233.0,tt2404311,230.0
734,130580730.0,36076121.0,7300000.0,80000000,114.0,tt1762399,71.0
735,84790678.0,35266619.0,17000000.0,30000000,368.0,tt1939659,400.0
736,78324220.0,33618855.0,12691415.0,130000000,210.0,tt0790736,223.0
737,99206215.0,33405481.0,612064.0,18000000,433.0,tt2334873,418.0
738,63372757.0,32172757.0,9303145.0,30000000,458.0,tt2053463,290.0
739,78378744.0,32015787.0,14157367.0,20000000,151.0,tt0795461,188.0
740,90565421.0,31165421.0,9336957.0,60000000,215.0,tt1538403,472.0
741,70541159.0,30664106.0,8215000.0,26000000,170.0,tt2387559,103.0
742,44907260.0,29807260.0,7310000.0,40000000,216.0,tt1661382,119.0
743,63297114.0,28795985.0,13332955.0,28000000,351.0,tt1650554,387.0
744,41327693.0,27695246.0,12005402.0,5000000,351.0,tt2388715,379.0
745,55198285.0,27298285.0,260865.0,5000000,484.0,tt0790636,355.0
746,90247624.0,26947624.0,187289.0,38000000,407.0,tt1979320,499.0
747,63327201.0,26627201.0,10600112.0,40000000,302.0,tt1517260,366.0
748,46089287.0,26004851.0,8790237.0,20000000,436.0,tt1213663,435.0
749,45582380.0,25682380.0,8754168.0,13000000,170.0,tt1711425,84.0
750,47351251.0,25568251.0,260382.0,23000000,590.0,tt1798709,827.0
751,137328301.0,25132228.0,9800000.0,50000000,288.0,tt1211956,293.0
752,30450756.0,24477704.0,8677009.0,3000000,371.0,tt2229499,323.0
757,76586316.0,21488481.0,105005.0,19000000,260.0,tt0816442,255.0
760,60052138.0,19452138.0,7582595.0,60000000,229.0,tt1559547,271.0
761,62675095.0,19316646.0,7706712.0,30000000,184.0,tt2364841,100.0
763,24773560.0,17654912.0,140401.0,12000000,440.0,tt1821549,287.0
764,48543388.0,17616641.0,7008222.0,35000000,224.0,tt1904996,147.0
767,71009334.0,16973715.0,7842930.0,25000000,339.0,tt2193215,458.0
768,63464861.0,16170632.0,134064.0,8000000,295.0,tt1980929,220.0
771,87100449.0,15322921.0,1076250.0,12000000,266.0,tt2194499,430.0
772,15179302.0,15179302.0,7728354.0,5000000,162.0,tt2034139,69.0
774,32935319.0,13235319.0,405411.0,11000000,521.0,tt2042568,338.0
775,48330757.0,12050299.0,6281433.0,45000000,379.0,tt1549920,272.0
778,16538759.0,10726630.0,106578.0,10900000,150.0,tt2404181,92.0
781,16549477.0,8888355.0,4603177.0,20000000,65.0,tt1532958,27.0
783,17001027.0,8462027.0,3715931.0,70000000,53.0,tt0884726,58.0
784,27984870.0,8323085.0,84283.0,35000000,215.0,tt2304771,111.0
785,23380979.0,8114627.0,246914.0,3000000,423.0,tt2209418,281.0
787,15008161.0,8008161.0,3837183.0,20000000,264.0,tt2002718,170.0
793,64076736.0,6594959.0,132617.0,38600000,274.0,tt1462900,115.0
794,13627519.0,6263670.0,93583.0,9000000,359.0,tt2017038,335.0
799,136454220.0,5209580.0,313751.0,30000000,313.0,tt2013293,134.0
800,86758912.0,4563650.0,171187.0,39200000,503.0,tt1706620,573.0
811,23712400.0,2852400.0,23442.0,9200000,288.0,tt2358891,134.0
824,5867686.0,2013456.0,44064.0,16000000,236.0,tt1951181,73.0
825,7609187.0,1879534.0,87989.0,7000000,384.0,tt1714915,204.0
826,9356992.0,1702277.0,160547.0,12000000,444.0,tt1682180,246.0
828,25170399.0,1506975.0,54915.0,PY 5000000000,173.0,tt2576852,88.0
829,11724119.0,1367846.0,97328.0,5000000,223.0,tt2243389,62.0
838,51269762.0,1083762.0,31524.0,EK 63000000,148.0,tt2113681,51.0
841,68245261.0,1013945.0,510846.0,30000000,88.0,tt1966566,83.0
845,9743738.0,778565.0,313958.0,4800000,454.0,tt1602613,503.0
849,78547586.0,557236.0,216035.0,5000000,23.0,tt3404140,6.0
899,942487.0,144501.0,4600.0,650000,117.0,tt2991224,57.0
907,5364741.0,100144.0,61054.0,25000000,125.0,tt2016940,121.0
916,19255873.0,85433.0,2595.0,13500000,140.0,tt1924396,149.0
948,2415472.0,41229.0,26912.0,25500000,91.0,tt1747958,46.0
